status,ticket_id,priority,channel,topic,agent_group,agent_name,created_time,first_response_time,resolution_time,survey_results,product_group,support_level,country,creation_hours,first_response_hours,response_hours,SLA_status
Closed,2712,Medium,Phone,Pricing and licensing,2nd line support,Heather Urry,2023-07-26 05:17:19,2023-07-26 05:20:39,2023-07-29 20:15:45,5,Ready to use Software,Tier 2,Slovenia,5.29,5.34,0.06,Compliant
Resolved,2713,Low,Chat,Other,1st line support,Bernard Beckley,2023-07-26 17:48:10,2023-07-26 17:49:01,2023-07-27 16:00:45,,Custom software development,Tier 1,Slovenia,17.80,17.82,0.01,Compliant
In progress,2714,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-07-26 17:37:56,2023-07-26 18:36:15,,,Training and Consulting Services,Tier 1,United Kingdom,17.63,18.60,0.97,Compliant
Closed,2715,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-07-26 11:56:52,2023-07-26 11:59:03,2023-07-27 11:38:30,5,Other,Tier 1,Germany,11.95,11.98,0.04,Compliant
In progress,2716,Low,Email,Product setup,1st line support,Bernard Beckley,2023-07-26 06:23:09,2023-07-26 06:28:24,,,Training and Consulting Services,Tier 1,Poland,6.39,6.47,0.09,Compliant
Closed,2717,Low,Email,Product setup,2nd line support,Heather Urry,2023-07-26 10:12:34,2023-07-26 10:57:30,2023-07-26 17:06:48,3,Custom software development,Tier 2,United Kingdom,10.21,10.96,0.75,Compliant
Resolved,2718,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-07-26 10:23:04,2023-07-26 11:22:52,2023-07-31 23:26:35,,Ready to use Software,Tier 1,Bulgaria,10.38,11.38,1.00,Compliant
In progress,2719,Low,Email,Purchasing and invoicing,2nd line support,Heather Urry,2023-07-26 14:24:32,2023-07-26 14:48:57,,,Custom software development,Tier 2,Spain,14.41,14.82,0.41,Compliant
Resolved,2720,Medium,Email,Product setup,1st line support,Nicola Wane,2023-07-27 12:52:28,2023-07-27 13:48:22,2023-07-27 13:13:20,,Ready to use Software,Tier 1,Greece,12.87,13.81,0.93,Compliant
Closed,2721,Low,Phone,Product setup,1st line support,Sheela Cutten,2023-07-27 17:15:18,2023-07-27 17:15:21,2023-07-29 08:12:02,2,Custom software development,Tier 1,Bulgaria,17.26,17.26,0.00,Compliant
Closed,2722,Low,Chat,Training request,1st line support,Connor Danielovitch,2023-07-27 22:45:55,2023-07-27 22:50:25,2023-07-27 22:49:53,4,Training and Consulting Services,Tier 1,Poland,22.77,22.84,0.07,Compliant
Resolved,2723,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-07-27 21:40:02,2023-07-27 21:57:36,2023-07-28 14:02:17,,Training and Consulting Services,Tier 1,Italy,21.67,21.96,0.29,Compliant
Closed,2724,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-07-27 01:06:34,2023-07-27 01:07:56,2023-07-27 23:59:00,3,Custom software development,Tier 1,Italy,1.11,1.13,0.02,Compliant
Resolved,2725,Low,Email,Feature request,1st line support,Sheela Cutten,2023-07-28 10:17:18,2023-07-28 10:19:23,2023-08-01 23:24:17,,Custom software development,Tier 1,United Kingdom,10.29,10.32,0.03,Compliant
Closed,2726,High,Email,Product setup,1st line support,Sheela Cutten,2023-07-28 16:21:54,2023-07-28 16:34:34,2023-07-29 16:38:43,5,Custom software development,Tier 1,Germany,16.37,16.58,0.21,Compliant
Resolved,2728,Low,Email,Product setup,1st line support,Nicola Wane,2023-07-28 04:55:49,2023-07-28 09:10:05,2023-07-29 18:39:11,,Custom software development,Tier 1,France,4.93,9.17,4.24,Breached
Closed,2729,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-07-28 05:07:43,2023-07-28 05:08:56,2023-08-02 19:57:03,3,Ready to use Software,Tier 1,Slovenia,5.13,5.15,0.02,Compliant
Resolved,2730,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-07-28 03:03:13,2023-07-28 03:05:09,2023-07-28 16:24:57,,Other,Tier 1,France,3.05,3.09,0.03,Compliant
Resolved,2731,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-07-29 16:35:02,2023-07-29 16:48:56,2023-07-30 17:23:46,,Ready to use Software,Tier 1,Italy,16.58,16.82,0.23,Compliant
Closed,2732,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-07-29 16:26:33,2023-07-29 16:39:43,2023-07-31 10:53:59,5,Custom software development,Tier 1,Republic of Ireland,16.44,16.66,0.22,Compliant
Closed,2734,Low,Chat,Other,1st line support,Bernard Beckley,2023-07-29 12:07:53,2023-07-29 12:08:16,2023-07-29 19:34:42,4,Other,Tier 1,Slovenia,12.13,12.14,0.01,Compliant
Resolved,2746,High,Chat,Other,1st line support,Bernard Beckley,2023-07-30 00:43:24,2023-07-30 00:44:18,2023-07-30 07:47:27,,Other,Tier 1,France,0.72,0.74,0.01,Compliant
Closed,2748,Low,Email,Other,1st line support,Sheela Cutten,2023-07-30 21:40:00,2023-07-30 21:51:19,2023-07-30 23:00:35,1,Ready to use Software,Tier 1,Slovenia,21.67,21.86,0.19,Compliant
Closed,2749,Low,Email,Bug report,1st line support,Kristos Westoll,2023-07-30 11:52:27,2023-07-30 12:10:05,2023-07-31 04:41:34,4,Custom software development,Tier 1,Slovenia,11.87,12.17,0.29,Compliant
In progress,2750,Medium,Email,Product setup,2nd line support,Michele Whyatt,2023-07-31 21:21:00,2023-08-01 03:51:42,,,Other,Tier 2,Slovenia,21.35,3.86,17.49,Breached
Resolved,2751,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-07-31 00:14:49,2023-07-31 00:14:55,2023-08-01 11:36:12,,Custom software development,Tier 1,Czech Republic,0.25,0.25,0.00,Compliant
Closed,2752,High,Chat,Training request,1st line support,Connor Danielovitch,2023-07-31 09:46:25,2023-07-31 09:47:54,2023-08-01 05:09:43,4,Training and Consulting Services,Tier 1,Slovenia,9.77,9.80,0.02,Compliant
Resolved,2753,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-07-31 19:50:06,2023-07-31 19:53:51,2023-08-01 11:07:05,,Ready to use Software,Tier 1,Czech Republic,19.84,19.90,0.06,Compliant
Closed,2754,Medium,Email,Product setup,2nd line support,Heather Urry,2023-07-31 04:29:20,2023-07-31 04:39:50,2023-07-31 07:46:09,4,Custom software development,Tier 2,Spain,4.49,4.66,0.18,Compliant
Closed,2755,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-07-31 19:38:58,2023-07-31 20:21:20,2023-08-01 18:05:11,4,Ready to use Software,Tier 1,Austria,19.65,20.36,0.71,Compliant
Closed,2756,High,Email,Product setup,1st line support,Nicola Wane,2023-07-31 15:54:19,2023-07-31 16:49:59,2023-08-02 05:37:52,3,Training and Consulting Services,Tier 1,Greece,15.91,16.83,0.93,Compliant
Closed,2757,Medium,Chat,Other,1st line support,Bernard Beckley,2023-07-31 15:07:17,2023-07-31 15:07:33,2023-08-01 00:32:00,2,Custom software development,Tier 1,Germany,15.12,15.13,0.00,Compliant
Closed,2758,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-07-31 19:18:02,2023-07-31 19:19:36,2023-08-01 18:03:28,2,Ready to use Software,Tier 1,Poland,19.30,19.33,0.03,Compliant
Resolved,2759,Low,Email,Bug report,1st line support,Nicola Wane,2023-07-31 18:58:53,2023-07-31 19:18:25,2023-08-01 13:01:46,,Ready to use Software,Tier 1,United Kingdom,18.98,19.31,0.33,Compliant
Closed,2760,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-07-31 08:56:35,2023-07-31 08:57:35,2023-08-02 03:55:12,5,Ready to use Software,Tier 1,Poland,8.94,8.96,0.02,Compliant
Closed,2761,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-07-31 09:43:34,2023-07-31 09:47:05,2023-08-01 11:59:09,4,Other,Tier 1,Bulgaria,9.73,9.78,0.06,Compliant
Closed,2762,Low,Chat,Feature request,1st line support,Nicola Wane,2023-08-01 04:34:57,2023-08-01 04:36:13,2023-08-02 01:36:45,5,Ready to use Software,Tier 1,United Kingdom,4.58,4.60,0.02,Compliant
Resolved,2763,Medium,Chat,Feature request,2nd line support,Heather Urry,2023-08-01 15:29:12,2023-08-01 15:30:56,2023-08-01 21:25:57,,Other,Tier 2,Poland,15.49,15.52,0.03,Compliant
Resolved,2764,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-01 20:01:50,2023-08-01 20:45:24,2023-08-02 00:09:19,,Other,Tier 1,France,20.03,20.76,0.73,Compliant
In progress,2765,High,Email,Product setup,1st line support,Nicola Wane,2023-08-01 11:55:41,2023-08-01 11:59:11,,,Other,Tier 1,Italy,11.93,11.99,0.06,Compliant
Resolved,2766,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-01 03:21:52,2023-08-01 04:08:43,2023-08-01 04:27:43,,Custom software development,Tier 1,Greece,3.36,4.15,0.78,Compliant
Closed,2768,Medium,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-01 04:44:54,2023-08-01 05:34:43,2023-08-06 19:45:17,3,Custom software development,Tier 2,Austria,4.75,5.58,0.83,Compliant
Closed,2769,Medium,Email,Bug report,2nd line support,Adolpho Messingham,2023-08-02 07:41:06,2023-08-02 07:46:46,2023-08-02 12:25:12,3,Custom software development,Tier 2,Poland,7.69,7.78,0.09,Compliant
Resolved,2771,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-08-02 11:18:10,2023-08-02 11:32:09,2023-08-04 09:37:48,,Ready to use Software,Tier 2,Republic of Ireland,11.30,11.54,0.23,Compliant
Closed,2772,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-02 07:31:31,2023-08-02 08:28:03,2023-08-04 05:46:21,4,Ready to use Software,Tier 1,Spain,7.53,8.47,0.94,Compliant
Closed,2774,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-08-02 18:06:52,2023-08-03 01:15:18,2023-08-07 07:01:14,4,Custom software development,Tier 2,Spain,18.11,1.26,16.86,Breached
Closed,2775,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-08-02 21:53:43,2023-08-02 21:54:43,2023-08-07 03:50:14,4,Ready to use Software,Tier 1,Slovenia,21.90,21.91,0.02,Compliant
Closed,2776,Medium,Chat,Bug report,1st line support,Sheela Cutten,2023-08-02 02:37:15,2023-08-02 02:42:09,2023-08-02 08:31:38,4,Training and Consulting Services,Tier 1,United Kingdom,2.62,2.70,0.08,Compliant
Resolved,2777,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-08-02 16:20:43,2023-08-02 17:00:50,2023-08-04 08:57:41,,Ready to use Software,Tier 1,Italy,16.35,17.01,0.67,Compliant
Resolved,2778,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-02 15:53:02,2023-08-02 16:32:43,2023-08-08 10:26:16,,Other,Tier 1,Italy,15.88,16.55,0.66,Compliant
In progress,2779,Medium,Phone,Product setup,1st line support,Connor Danielovitch,2023-08-03 22:39:29,2023-08-03 22:42:31,,,Ready to use Software,Tier 1,Austria,22.66,22.71,0.05,Compliant
Closed,2780,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-03 18:46:36,2023-08-03 19:01:53,2023-08-05 11:59:41,2,Ready to use Software,Tier 2,Poland,18.78,19.03,0.25,Compliant
Resolved,2781,High,Chat,Bug report,2nd line support,Michele Whyatt,2023-08-03 00:14:42,2023-08-03 00:15:22,2023-08-07 19:15:29,,Custom software development,Tier 2,Germany,0.25,0.26,0.01,Compliant
Resolved,2782,High,Phone,Product setup,2nd line support,Adolpho Messingham,2023-08-03 15:31:59,2023-08-03 15:32:08,2023-08-04 22:51:02,,Custom software development,Tier 2,France,15.53,15.54,0.00,Compliant
Resolved,2783,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-03 14:52:35,2023-08-03 15:34:41,2023-08-04 04:16:18,,Custom software development,Tier 1,France,14.88,15.58,0.70,Compliant
Closed,2784,Medium,Chat,Feature request,2nd line support,Michele Whyatt,2023-08-03 12:37:19,2023-08-03 12:38:53,2023-08-04 04:47:47,4,Ready to use Software,Tier 2,Italy,12.62,12.65,0.03,Compliant
Closed,2785,Medium,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-03 21:38:26,2023-08-03 21:39:50,2023-08-05 14:52:32,4,Custom software development,Tier 2,United Kingdom,21.64,21.66,0.02,Compliant
In progress,2786,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-08-03 21:33:45,2023-08-03 21:35:05,,,Ready to use Software,Tier 1,Germany,21.56,21.58,0.02,Compliant
Resolved,2787,Low,Phone,Feature request,1st line support,Nicola Wane,2023-08-04 12:43:41,2023-08-04 12:44:01,2023-08-07 02:10:39,,Ready to use Software,Tier 1,France,12.73,12.73,0.01,Compliant
Closed,2788,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-08-04 04:37:32,2023-08-04 04:38:22,2023-08-04 14:07:43,1,Ready to use Software,Tier 2,Italy,4.63,4.64,0.01,Compliant
In progress,2789,High,Email,Product setup,1st line support,Sheela Cutten,2023-08-04 18:15:36,2023-08-04 18:50:58,,,Other,Tier 1,Greece,18.26,18.85,0.59,Compliant
Closed,2790,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-08-04 03:20:18,2023-08-04 04:17:25,2023-08-05 21:34:54,1,Ready to use Software,Tier 1,Italy,3.34,4.29,0.95,Compliant
Resolved,2791,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-04 01:50:35,2023-08-04 01:55:06,2023-08-05 20:31:50,,Training and Consulting Services,Tier 1,France,1.84,1.92,0.08,Compliant
Closed,2792,Low,Phone,Bug report,1st line support,Kristos Westoll,2023-08-05 00:41:24,2023-08-05 00:42:23,2023-08-07 05:00:06,1,Ready to use Software,Tier 1,Italy,0.69,0.71,0.02,Compliant
Closed,2793,Medium,Email,Other,1st line support,Nicola Wane,2023-08-05 02:24:07,2023-08-05 08:21:21,2023-08-05 09:54:42,4,Custom software development,Tier 1,United Kingdom,2.40,8.36,5.95,Breached
Closed,2794,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-08-05 01:58:57,2023-08-05 01:59:43,2023-08-05 10:23:44,5,Training and Consulting Services,Tier 1,Poland,1.98,2.00,0.01,Compliant
Closed,2806,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-06 11:09:06,2023-08-06 11:43:40,2023-08-06 15:34:42,5,Ready to use Software,Tier 1,Italy,11.15,11.73,0.58,Compliant
Resolved,2807,High,Email,Other,1st line support,Connor Danielovitch,2023-08-06 12:50:33,2023-08-06 13:17:36,2023-08-07 15:01:37,,Custom software development,Tier 1,Slovenia,12.84,13.29,0.45,Compliant
Resolved,2808,High,Email,Bug report,1st line support,Connor Danielovitch,2023-08-06 10:37:40,2023-08-06 11:23:39,2023-08-11 17:38:25,,Custom software development,Tier 1,United Kingdom,10.63,11.39,0.77,Compliant
Closed,2809,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-06 13:52:11,2023-08-06 14:21:28,2023-08-08 07:57:43,5,Ready to use Software,Tier 1,Czech Republic,13.87,14.36,0.49,Compliant
Closed,2810,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-06 17:58:30,2023-08-06 18:37:11,2023-08-06 21:30:36,5,Other,Tier 1,Czech Republic,17.98,18.62,0.64,Compliant
Closed,2811,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-06 13:38:15,2023-08-06 13:45:10,2023-08-11 13:43:29,5,Ready to use Software,Tier 1,France,13.64,13.75,0.12,Compliant
Resolved,2812,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-07 12:46:44,2023-08-07 19:12:47,2023-08-07 20:36:58,,Other,Tier 1,Bulgaria,12.78,19.21,6.43,Breached
In progress,2813,Low,Email,Bug report,2nd line support,Michele Whyatt,2023-08-07 11:15:32,2023-08-07 11:23:32,,,Other,Tier 2,Germany,11.26,11.39,0.13,Compliant
Resolved,2814,Low,Email,Training request,1st line support,Kristos Westoll,2023-08-07 19:44:12,2023-08-07 20:37:18,2023-08-09 03:49:21,,Training and Consulting Services,Tier 1,Germany,19.74,20.62,0.88,Compliant
Closed,2815,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-07 23:34:02,2023-08-07 23:38:24,2023-08-08 07:04:35,3,Ready to use Software,Tier 1,Poland,23.57,23.64,0.07,Compliant
In progress,2816,Medium,Chat,Bug report,1st line support,Sheela Cutten,2023-08-07 15:10:55,2023-08-07 15:13:08,,,Custom software development,Tier 1,Slovenia,15.18,15.22,0.04,Compliant
Closed,2817,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-07 22:29:00,2023-08-07 23:12:19,2023-08-11 16:11:22,5,Ready to use Software,Tier 1,France,22.48,23.21,0.72,Compliant
Closed,2818,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-08 09:40:50,2023-08-08 10:16:35,2023-08-10 00:51:58,5,Training and Consulting Services,Tier 1,Poland,9.68,10.28,0.60,Compliant
Resolved,2819,Low,Phone,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-08 21:09:26,2023-08-08 21:11:16,2023-08-10 18:00:32,,Ready to use Software,Tier 1,Bulgaria,21.16,21.19,0.03,Compliant
Resolved,2820,Medium,Chat,Other,1st line support,Bernard Beckley,2023-08-08 22:35:28,2023-08-08 22:37:02,2023-08-09 16:47:07,,Custom software development,Tier 1,Bulgaria,22.59,22.62,0.03,Compliant
Closed,2821,Medium,Chat,Training request,1st line support,Kristos Westoll,2023-08-08 00:50:57,2023-08-08 00:52:28,2023-08-08 18:27:15,4,Training and Consulting Services,Tier 1,Poland,0.85,0.87,0.03,Compliant
Closed,2822,Low,Phone,Product setup,1st line support,Nicola Wane,2023-08-08 07:51:46,2023-08-08 07:53:28,2023-08-11 20:40:54,1,Training and Consulting Services,Tier 1,Italy,7.86,7.89,0.03,Compliant
Closed,2823,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-08 01:22:34,2023-08-08 01:45:22,2023-08-09 00:36:45,3,Ready to use Software,Tier 2,Germany,1.38,1.76,0.38,Compliant
Closed,2824,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-08 05:42:37,2023-08-08 05:49:22,2023-08-09 06:53:10,5,Ready to use Software,Tier 1,Slovenia,5.71,5.82,0.11,Compliant
Resolved,2825,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-08-09 20:32:09,2023-08-09 20:32:35,2023-08-09 23:05:15,,Ready to use Software,Tier 1,Italy,20.54,20.54,0.01,Compliant
In progress,2826,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-09 08:55:35,2023-08-09 09:13:26,,,Custom software development,Tier 1,Slovenia,8.93,9.22,0.30,Compliant
Resolved,2827,High,Email,Bug report,1st line support,Bernard Beckley,2023-08-09 11:05:57,2023-08-09 12:04:39,2023-08-13 11:52:58,,Custom software development,Tier 1,Spain,11.10,12.08,0.98,Compliant
Closed,2828,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-08-09 17:25:41,2023-08-09 17:36:41,2023-08-14 15:55:02,3,Other,Tier 2,Italy,17.43,17.61,0.18,Compliant
Resolved,2829,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-08-09 06:58:57,2023-08-09 06:59:11,2023-08-09 19:11:32,,Ready to use Software,Tier 1,Republic of Ireland,6.98,6.99,0.00,Compliant
Closed,2830,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-08-09 09:11:08,2023-08-09 09:15:02,2023-08-09 14:03:15,3,Custom software development,Tier 1,France,9.19,9.25,0.06,Compliant
Resolved,2831,High,Chat,Bug report,2nd line support,Adolpho Messingham,2023-08-09 17:11:17,2023-08-09 17:11:58,2023-08-10 08:53:20,,Custom software development,Tier 2,Bulgaria,17.19,17.20,0.01,Compliant
In progress,2832,Low,Email,Bug report,2nd line support,Heather Urry,2023-08-09 03:50:28,2023-08-09 04:21:26,,,Custom software development,Tier 2,United Kingdom,3.84,4.36,0.52,Compliant
Closed,2833,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-08-09 00:29:00,2023-08-09 01:03:47,2023-08-09 21:58:23,4,Ready to use Software,Tier 2,Czech Republic,0.48,1.06,0.58,Compliant
Closed,2834,Low,Phone,Other,2nd line support,Heather Urry,2023-08-10 18:52:16,2023-08-10 18:53:30,2023-08-14 17:33:54,4,Ready to use Software,Tier 2,Spain,18.87,18.89,0.02,Compliant
In progress,2835,High,Email,Other,2nd line support,Adolpho Messingham,2023-08-10 20:17:52,2023-08-10 20:19:33,,,Ready to use Software,Tier 2,Bulgaria,20.30,20.33,0.03,Compliant
Closed,2836,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-10 22:15:02,2023-08-10 23:05:08,2023-08-11 14:48:45,4,Custom software development,Tier 1,Germany,22.25,23.09,0.84,Compliant
Resolved,2837,Medium,Email,Pricing and Licensing,1st line support,Kristos Westoll,2023-08-11 16:51:17,2023-08-11 17:49:37,2023-08-12 17:03:52,,Custom software development,Tier 1,Republic of Ireland,16.85,17.83,0.97,Compliant
Closed,2838,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-11 04:48:56,2023-08-11 04:50:25,2023-08-14 01:33:01,2,Training and Consulting Services,Tier 1,Greece,4.82,4.84,0.02,Compliant
Closed,2839,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-08-11 23:20:44,2023-08-11 23:24:20,2023-08-13 11:02:02,4,Ready to use Software,Tier 1,Czech Republic,23.35,23.41,0.06,Compliant
Closed,2840,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-08-11 23:26:09,2023-08-11 23:27:40,2023-08-12 21:43:34,5,Other,Tier 1,Germany,23.44,23.46,0.03,Compliant
Closed,2841,High,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-11 15:00:10,2023-08-11 15:00:45,2023-08-12 09:56:29,4,Ready to use Software,Tier 1,Poland,15.00,15.01,0.01,Compliant
Closed,2842,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-12 08:58:38,2023-08-12 09:58:36,2023-08-17 20:19:13,3,Custom software development,Tier 1,Greece,8.98,9.98,1.00,Compliant
In progress,2843,Medium,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-12 04:28:51,2023-08-12 05:20:19,,,Other,Tier 2,Republic of Ireland,4.48,5.34,0.86,Compliant
Closed,2844,Medium,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-08-12 14:25:33,2023-08-12 14:26:08,2023-08-12 20:44:27,5,Ready to use Software,Tier 2,France,14.43,14.44,0.01,Compliant
In progress,2845,Low,Phone,Feature request,1st line support,Sheela Cutten,2023-08-12 01:08:42,2023-08-12 01:13:15,,,Ready to use Software,Tier 1,Germany,1.15,1.22,0.08,Compliant
Closed,2855,High,Chat,Feature request,1st line support,Bernard Beckley,2023-08-13 04:29:18,2023-08-13 04:29:57,2023-08-13 08:30:03,4,Ready to use Software,Tier 1,Greece,4.49,4.50,0.01,Compliant
Closed,2856,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-08-14 13:58:32,2023-08-14 14:21:50,2023-08-15 05:15:34,3,Ready to use Software,Tier 2,Bulgaria,13.98,14.36,0.39,Compliant
Closed,2857,Medium,Email,Feature request,2nd line support,Michele Whyatt,2023-08-14 19:11:08,2023-08-14 19:40:00,2023-08-16 15:22:09,5,Other,Tier 2,Italy,19.19,19.67,0.48,Compliant
Closed,2858,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-08-14 07:57:39,2023-08-14 08:27:11,2023-08-16 02:51:09,1,Ready to use Software,Tier 2,Italy,7.96,8.45,0.49,Compliant
Closed,2859,Low,Chat,Bug report,1st line support,Bernard Beckley,2023-08-14 16:56:36,2023-08-14 16:58:10,2023-08-16 00:14:42,5,Training and Consulting Services,Tier 1,Germany,16.94,16.97,0.03,Compliant
Resolved,2860,Medium,Chat,Other,1st line support,Nicola Wane,2023-08-14 16:34:25,2023-08-14 16:36:07,2023-08-18 10:45:01,,Other,Tier 1,Austria,16.57,16.60,0.03,Compliant
Resolved,2861,Low,Email,Other,1st line support,Sheela Cutten,2023-08-14 12:56:01,2023-08-14 16:01:14,2023-08-14 16:32:04,,Other,Tier 1,Slovenia,12.93,16.02,3.09,Compliant
In progress,2862,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-08-14 02:02:34,2023-08-14 02:26:40,,,Ready to use Software,Tier 1,Germany,2.04,2.44,0.40,Compliant
Closed,2863,Medium,Phone,Pricing and Licensing,1st line support,Nicola Wane,2023-08-14 21:53:06,2023-08-14 21:54:22,2023-08-16 05:24:50,1,Custom software development,Tier 1,Poland,21.89,21.91,0.02,Compliant
Resolved,2864,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-14 16:03:00,2023-08-14 16:04:58,2023-08-19 22:24:47,,Ready to use Software,Tier 1,Greece,16.05,16.08,0.03,Compliant
Closed,2865,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-15 06:38:25,2023-08-15 06:40:28,2023-08-16 15:02:32,4,Ready to use Software,Tier 1,Spain,6.64,6.67,0.03,Compliant
Closed,2866,Low,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-15 20:32:14,2023-08-15 21:23:19,2023-08-16 20:00:45,1,Ready to use Software,Tier 2,Italy,20.54,21.39,0.85,Compliant
In progress,2867,Low,Phone,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-15 19:42:47,2023-08-15 19:43:27,,,Custom software development,Tier 1,Austria,19.71,19.72,0.01,Compliant
Resolved,2868,Low,Email,Training request,1st line support,Kristos Westoll,2023-08-15 22:59:05,2023-08-15 23:01:17,2023-08-17 15:56:15,,Training and Consulting Services,Tier 1,Poland,22.98,23.02,0.04,Compliant
Resolved,2869,Low,Email,Other,1st line support,Kristos Westoll,2023-08-15 06:18:13,2023-08-15 06:57:30,2023-08-16 01:18:45,,Other,Tier 1,Italy,6.30,6.96,0.65,Compliant
Closed,2870,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-15 21:06:22,2023-08-15 21:08:07,2023-08-16 02:11:56,5,Custom software development,Tier 1,Germany,21.11,21.14,0.03,Compliant
Closed,2871,High,Email,Feature request,1st line support,Sheela Cutten,2023-08-15 07:04:55,2023-08-15 07:20:22,2023-08-17 04:51:21,3,Ready to use Software,Tier 1,Greece,7.08,7.34,0.26,Compliant
In progress,2872,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-08-15 21:39:32,2023-08-16 03:00:34,,,Ready to use Software,Tier 1,Greece,21.66,3.01,18.65,Breached
Closed,2873,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-15 02:44:06,2023-08-15 03:05:19,2023-08-15 22:23:14,2,Ready to use Software,Tier 1,Poland,2.74,3.09,0.35,Compliant
In progress,2874,Medium,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-15 02:20:17,2023-08-15 02:21:50,,,Training and Consulting Services,Tier 2,Poland,2.34,2.36,0.03,Compliant
Resolved,2875,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-15 06:57:33,2023-08-15 06:58:38,2023-08-15 10:55:01,,Ready to use Software,Tier 1,Slovenia,6.96,6.98,0.02,Compliant
Closed,2876,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-15 22:36:53,2023-08-15 23:16:03,2023-08-16 21:50:35,4,Ready to use Software,Tier 1,Germany,22.61,23.27,0.65,Compliant
